Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2025-01-02;04:00:00;2.199231256430353;2000.0;;2.0681512167291536;2000.0;73.83573644529096;2000.0;38.50296972945239;2000.0;879.2611548245266;24.2588331203322;75.90539301563926;0.8328272429409678
2025-01-02;05:00:00;2.3818251187221784;4139.088110627115;;2.547919921283167;2000.0;84.48904082954161;3786.3181732738412;31.959545007584364;2000.0;1044.321626553292;21.719284478979976;62.43401134345046;0.9039693769764636
2025-01-02;06:00:00;;2000.0;;;2000.0;70.40267665167066;2000.0;27.47856555081014;2000.0;1031.3149071523724;23.947370128024716;47.08953405203331;0.907586774566253
2025-01-02;07:00:00;3.025016699012843;;;2.597080039455287;2000.0;62.34087500670822;2000.0;32.4567067207338;2000.0;1147.6718689125596;24.509063401853332;52.88014582339516;0.9993721270109304
2025-01-02;08:00:00;2.375373695984615;2000.0;190.65303688276313;2.251746026287364;2000.0;81.5510583384112;2000.0;13.128230727803274;2000.0;1249.9283932339977;25.3831909681116;39.48320885018522;0.8517865063184972
2025-01-02;09:00:00;1.9190828243811229;2000.0;;1.6885056151845208;1824.737352818152;88.65330577635376;2000.0;20.07089608425998;3296.114106879224;1184.4995857986105;21.7021772532506;45.503518300534644;0.8705551999685643
2025-01-02;10:00:00;2.2967634736309566;2000.0;;6.046234222456608;3319.773748997435;;2000.0;18.780971375715296;2000.0;1232.0686204305198;19.77001494817599;31.101520717618765;0.7853652552831958
2025-01-02;11:00:00;1.4666840456009624;1720.8837712470374;;1.525765882395758;1832.2237089694202;69.98651315414358;2000.0;11.760428085185858;2000.0;1343.374441726788;17.45627039505803;40.71174731831245;0.6717835691601397
2025-01-02;12:00:00;1.6626590785014268;1793.7577680434852;;1.5782620515784194;1775.1622625313662;50.43423408816412;2000.0;17.358406961920636;2000.0;1332.4453700011366;12.264468519333413;28.896100349869805;0.537800633211972
2025-01-02;13:00:00;0.7791618222437988;1433.3243607116435;;1.5986803347216465;1959.5161161741246;28.878513429993617;2000.0;13.49924617002147;2000.0;1318.592696542487;13.40044920036219;30.809855931316093;0.5197061085637614
2025-01-02;14:00:00;0.7515441853304712;1546.816320988856;208.51072420327654;2.0412047601420626;2000.0;23.68494698647838;2000.0;21.71432225881677;2000.0;2188.714553661573;10.926132355317066;38.3678692459764;0.49496182133736005
2025-01-02;15:00:00;1.0226622676928447;1566.765518356637;;2.699295817575352;2000.0;162.05158287803013;2000.0;6.857798684869913;2000.0;1139.399314014822;9.150676427064539;37.799576832898694;0.32662708663257756
2025-01-02;16:00:00;1.0421171105926286;1653.0973973156301;;2.099411680736437;2000.0;;2000.0;18.907348433958777;2000.0;1137.2899672939218;;42.22786296817398;0.3819778539414335
2025-01-02;17:00:00;0.7820772406968297;1442.7938339965783;;2.132133952765651;2000.0;7.893095443745558;2000.0;24.91037833104842;2000.0;;3.3929593326285024;42.17448597499589;0.37736659563433816
2025-01-02;18:00:00;0.6653055152835279;1483.7620933240719;;;3405.6499837401984;3.05960718774595;1653.925681116612;13.966755693171901;2000.0;1104.8927788432288;2.7679600030914893;53.3512141413036;0.3048003534955949
2025-01-02;19:00:00;0.6403356476630518;1392.0277596868325;;2.63092723833485;2000.0;12.555031932062885;2000.0;28.143026410374155;2000.0;1030.131102274671;6.399542709007798;64.59561667534126;0.3559070871844547
2025-01-02;20:00:00;0.3770205394837771;;;2.4186824958606405;2000.0;;2000.0;34.118404473847285;2000.0;924.0829845092542;5.833512310377076;74.3918552097431;0.3472051030109649
2025-01-02;21:00:00;;1452.309071774892;;2.943054170329005;2000.0;28.72278903837219;2000.0;48.41715803029795;2000.0;888.7639764472283;6.450489807829112;73.27993216674392;0.41643703769036206
2025-01-02;22:00:00;1.0118083687120634;3578.8522863349767;;;2000.0;29.987620424999204;2000.0;41.347397190232286;2000.0;908.0133907019518;9.576156298268543;75.7444862609805;0.5246790142877583
2025-01-02;23:00:00;1.6841995272734054;2000.0;;3.160022503832143;2000.0;44.25430058983918;2000.0;42.47819094936737;2000.0;838.3364502060545;11.484294111337203;65.87599414387503;0.4446554889570155
2025-01-03;00:00:00;1.7030854868705385;1990.4654076576182;;3.2830167736019122;2000.0;60.40026719862688;2000.0;52.90491468393715;2000.0;2208.0693908579865;17.58716560169575;74.85624042522544;0.5617390553598092
2025-01-03;01:00:00;1.3040250939834486;1741.047841758628;;;2000.0;-12.3246966395627;2000.0;37.6792009984629;2000.0;976.2117859560551;20.980908907060158;71.06043334987478;0.7401797854269239
2025-01-03;02:00:00;2.147225190818438;2000.0;;;2000.0;63.786913286104195;2000.0;33.16099286345846;2000.0;846.4969594874956;17.5466580629848;64.76702461907377;0.8217560295651947
2025-01-03;03:00:00;2.120871418942998;2000.0;;3.1497228101887442;2000.0;80.49392350220332;2000.0;40.558368260941776;2000.0;954.5548888981338;19.85624459196552;62.781598145468664;0.7417357374875408
2025-01-03;04:00:00;2.176346263314207;2000.0;;2.4815940617350187;2000.0;66.38225909137022;2000.0;30.313759391529867;2000.0;983.5545406133036;22.521202030896525;68.33990179658763;0.9379228010257007
2025-01-03;05:00:00;2.652836130312422;2000.0;118.54067609158056;2.1428376663701814;1907.0600592719077;76.72857939311854;2000.0;26.200667043887478;2000.0;921.6644541871352;23.624966200372164;57.389675594711605;0.7611707770747171
2025-01-03;06:00:00;2.8092998567487855;2000.0;;;2000.0;77.98912064399632;2000.0;33.440602750127894;2000.0;1029.2603669918296;23.837109329952373;47.62483416900298;0.9312794759347538
2025-01-03;07:00:00;2.748717279395021;2000.0;;2.3922433126172473;2000.0;66.6082422042436;2000.0;30.597100215630103;2000.0;1176.0874923272365;24.36790699357541;46.64211954408126;0.9007174621534707
2025-01-03;08:00:00;2.1276576064392034;2000.0;;;2000.0;71.78202049068958;2000.0;25.733185295112754;2000.0;1172.1110328446985;22.99000183676148;46.44733121150198;0.8231519890240141
2025-01-03;09:00:00;2.1436323903125287;2000.0;;;1658.1954404321473;50.4636066266434;2000.0;23.924737900485542;2000.0;1137.6671171194191;20.0406489225225;37.4866081815269;0.7785547281739271
2025-01-03;10:00:00;0.02106522874993988;2000.0;;1.984997343427806;;84.12178047662954;2000.0;21.858348651968914;2000.0;1284.194880559922;18.45978763870403;31.629025381032143;0.718265814607871
2025-01-03;11:00:00;;2000.0;;;1834.6198556624297;48.3904334687125;2000.0;0.0;1102.6914254176797;1247.5654030731878;19.907698699339555;31.08045776651364;0.6674380924955722
2025-01-03;12:00:00;1.456247728646413;2955.3331803055053;;1.7559285434072842;1966.2240651026686;;2000.0;-10.807777758399572;2000.0;1316.153530528703;14.463827629897978;39.42230138894284;0.6993017687295815
2025-01-03;13:00:00;1.3113651664085864;1733.0413409879402;;1.8192514918668738;2000.0;42.6162737041193;2000.0;9.435685929379417;2000.0;1443.7701612339208;11.798863211535808;25.292207831468254;0.5635094683429376
2025-01-03;14:00:00;0.8180995077981918;1424.281953498246;;2.148013050028911;2000.0;40.648641321559595;2000.0;9.926997255937483;2000.0;1283.47193303096;7.719344281258794;36.33935437597073;0.5217202065034618
2025-01-03;15:00:00;0.6047419097079065;1383.2805776642074;;;2000.0;;2000.0;20.63456573189437;2000.0;1262.293872837075;7.23410709717828;40.28211371142033;0.37176410789979936
2025-01-03;16:00:00;1.0643348833122648;1550.370969596184;138.84001116374998;1.5041294696397831;1869.2984298416195;26.09853480608359;2000.0;0.9624120470089341;2000.0;1164.7603282567723;7.781099606506988;41.22056697353641;0.3517053250675266
2025-01-03;17:00:00;;1581.8662485672585;119.86944237565217;;2000.0;27.52712161121231;3851.817065898917;14.834605552920708;2000.0;1059.7649304613017;6.234068954813426;45.03292645383892;0.2566425202574375
2025-01-03;18:00:00;0.6783969635259;1535.6494104725027;;2.289465881982313;2000.0;26.64552414394182;2000.0;33.8014364644903;2000.0;1131.4354951915454;6.216648946960335;59.917145301006094;0.28607776396206486
2025-01-03;19:00:00;1.0317266257074458;1582.2564324589855;;2.754673205956149;2000.0;28.76995911207152;2000.0;;2000.0;976.7094529188685;3.53534612299482;65.07643897581085;0.2825972732600528
2025-01-03;20:00:00;0.9290679441082956;1505.215194017345;;2.8362675083734477;2000.0;20.33591078607508;2000.0;39.82039593522906;2000.0;946.2490979433067;4.5103194370498425;65.52659601062159;0.36462434007307876
2025-01-03;21:00:00;0.7700679705505699;1614.4707600257575;;2.753956249735935;2000.0;23.98319983949002;2000.0;37.44844163301903;2000.0;1022.0450402773951;9.629085771395603;66.42528243183932;0.3525252461554111
2025-01-03;22:00:00;1.2584186816525238;1794.4081436586014;;;2000.0;;2000.0;50.05143507561263;2000.0;859.2119456455426;11.239411209801647;72.88361861841963;0.40815675340162705
2025-01-03;23:00:00;-0.3891441302649671;1984.5161766336137;;;2000.0;;2000.0;51.468482225566085;2000.0;930.4160061248776;12.024115406251312;76.3404348375712;0.542171832431501
2025-01-04;00:00:00;1.5892521882670145;1928.8370001776966;;3.4951446329626035;2000.0;60.82378711323443;2000.0;108.50945558924943;2000.0;873.248687075526;16.279560402673617;74.44065223499582;0.597324151656409
2025-01-04;01:00:00;2.3023302373364705;2000.0;;3.2598297510421594;2000.0;73.92438815225492;2000.0;40.322738625584606;2000.0;824.3108558532132;15.783695892644522;76.47528321067931;0.6426190106022517
2025-01-04;02:00:00;1.2640764687730766;1676.6238600441702;;3.3733250617671615;2000.0;68.05172634580508;2000.0;43.03696719374285;2000.0;899.958849973007;18.133297838303804;70.55238574667385;0.7076677934439425
2025-01-04;03:00:00;2.48296685438046;2000.0;;2.7708162922403776;;63.548405706510735;2000.0;47.75492412650451;4055.967101037285;871.4512271783129;19.64487608309339;53.38560730924169;0.7770885455805652
2025-01-04;04:00:00;2.405536983877446;2000.0;;2.487265812522228;2000.0;59.009800680638605;2000.0;46.96314733681072;2000.0;1014.2835065544448;24.202459687349855;64.03290068415538;0.9005383474802664
2025-01-04;05:00:00;2.3796310385204014;2000.0;;2.1498473049200735;2000.0;89.39444211950556;2000.0;;2000.0;1087.8854397777893;24.984335074547783;63.601059743647;0.9106541550048505
2025-01-04;06:00:00;2.5275282329606505;2000.0;;2.543567033496264;2000.0;62.03723433222464;3506.6010946094634;28.501962193150426;2000.0;1072.940427735129;24.216375219728565;55.153294419592015;0.8622411437411784
2025-01-04;07:00:00;1.873062569279894;2000.0;;1.8029093786169414;1903.5905334912873;75.57173401123438;2000.0;24.37112254000426;2000.0;1207.4887755287102;23.488669348473415;51.54196264806359;0.8540082068398224
2025-01-04;08:00:00;2.3135212970547414;2000.0;;2.7894652275866205;2000.0;73.7376938340967;2000.0;-2.406434594679368;2000.0;1189.6044248412454;27.28207694363875;43.64334529332376;0.8024409560334799
2025-01-04;09:00:00;2.343529874521417;2000.0;94.22281661345754;1.3819682207320405;1853.1985292466095;70.51865205708623;2000.0;13.785674138282001;2000.0;1280.4342777430866;21.682371321482893;39.89293549351497;0.7924691210737449
2025-01-04;10:00:00;2.4933682134224546;2000.0;;1.9032462650358937;1975.3273384817746;65.35802600035841;2000.0;;500.0;1437.5973847092528;22.082100521800964;38.533690595524945;0.7561477126374495
2025-01-04;11:00:00;1.6774560751101748;1974.761170460344;;;2000.0;59.14604691675138;2000.0;19.76994913667935;2000.0;1431.0106265315087;17.368667799350987;45.39926700753988;0.6336986464801017
2025-01-04;12:00:00;1.3574519191320438;3557.0025905376024;;1.9396359037055235;1976.4907553864016;25.846367379214712;2000.0;;2000.0;1279.04687023983;14.248930938317004;39.211410016938316;0.7093656780043411
2025-01-04;13:00:00;;1738.5862221552597;;1.794121406594364;1792.008741467204;42.38198774562564;2000.0;;2000.0;1300.1139829501133;14.536798813684378;39.2313578194938;0.5535434082215936
2025-01-04;14:00:00;1.4246206353106226;1788.5147372837728;;1.4063887585661345;1714.8885398421428;12.704244258881236;2000.0;;2000.0;1197.2882301082032;11.184946180624;38.703520983566975;0.44839122283989974
2025-01-04;15:00:00;1.062229229830013;1797.8403168072057;;1.3523175777423346;3988.935842348239;36.10897729531354;2000.0;16.449474804300806;2000.0;1273.4822283882854;7.892768653638054;34.19926433069404;0.39212159689318377
2025-01-04;16:00:00;0.6616490754638938;1358.720561122322;;;2000.0;-20.03196220991824;2000.0;19.874976697627357;2000.0;1203.3530054181265;8.040317129784532;51.128222779748945;0.27062214998716566
2025-01-04;17:00:00;0.8846469862738454;1620.0476300143996;;2.821285564738214;2000.0;0.0;702.6352472882256;31.314368651132384;2000.0;1080.4990587560617;9.121201511372172;54.359896906846025;0.25027086419471267
2025-01-04;18:00:00;0.7291232648044121;1382.0257668207394;;;2000.0;11.857953226146241;2000.0;;2000.0;1141.210909495588;3.901469950216767;56.829626223466924;0.3661446057209917
2025-01-04;19:00:00;1.0212602534997053;1650.9776607201984;;2.1255487285252235;2000.0;;2000.0;29.903005829618266;2000.0;997.123233501033;6.048346707227192;59.957147416225034;0.39197719357948735
2025-01-04;20:00:00;0.6099612084307996;1451.0438023955423;;1.7667322277803925;3512.923880260193;35.92623406201689;2000.0;31.089543296651705;2000.0;928.7455205840462;5.725930716542993;67.72957994061261;0.22942280737366355
2025-01-04;21:00:00;0.8653052529527767;;;2.5026688093655682;2000.0;30.75317398190602;2000.0;47.921727170275894;2000.0;938.40628677302;6.527120656982069;67.98662421905487;0.4113871737486936
2025-01-04;22:00:00;1.0323675540603525;1576.55782418668;;2.9607550456494907;2000.0;38.44444944350579;2000.0;49.18552471510539;2000.0;851.5700489558631;8.556599820825797;75.96023555295007;0.5190819251356291
2025-01-04;23:00:00;0.9280083749680952;1575.2949787436714;;3.715797374737041;2000.0;54.04764498913036;2000.0;53.750024141754146;2000.0;855.5955465986776;14.800309268002682;70.1290102214065;0.5052671814663383
2025-01-05;00:00:00;1.688836083119373;1965.7788682341006;;3.369253476893187;2000.0;49.03855712075511;2000.0;42.190879495673435;2000.0;954.7750427639162;12.262859089040482;65.44973899279485;0.6759671765349411
2025-01-05;01:00:00;1.9112537222462356;2000.0;;;2000.0;65.30645096339966;2000.0;58.417286270373204;2000.0;;18.3499794887254;68.31264244273251;0.7160130920087728
2025-01-05;02:00:00;2.051534036992738;2000.0;;2.8461699181286546;2000.0;71.83861113931992;2000.0;35.12629022577647;2000.0;2152.3188940514215;18.76213538356965;73.02561840419052;0.7725455099735812
2025-01-05;03:00:00;2.1660199630553487;2000.0;;2.6617084599282004;2000.0;58.3485084999023;2000.0;46.98552818976674;2000.0;879.4265584171789;24.729810239217464;67.63344109531621;0.7998991328207906
2025-01-05;04:00:00;1.9548116407908704;2000.0;;3.3122590390031856;2000.0;90.71059788983146;2000.0;27.54250339681859;2000.0;;23.250639064442893;64.26129240923069;0.8644131172694398
2025-01-05;05:00:00;-0.23650967574955645;2000.0;;2.6614687478751202;2000.0;-17.514405539961473;2000.0;29.916754521654564;2000.0;1008.1668633441496;24.11324675296728;53.695972594532165;0.8674070480364179
2025-01-05;06:00:00;2.397185645041969;2000.0;;1.558959723231591;1695.400758568292;89.17366649477847;2000.0;39.366137582687756;2000.0;1231.065606949744;27.354263956741356;56.50968007998813;0.9148228581588032
2025-01-05;07:00:00;6.130505683417603;2000.0;;1.9494108092693383;2000.0;;2000.0;30.329442715010565;4165.848427539774;1173.8377335533469;25.974458386359004;44.64060509006101;0.9024179445756584
2025-01-05;08:00:00;2.331037149906192;2000.0;;;1932.8925552432056;81.9931299950499;2000.0;17.722677507076913;2000.0;1207.7231580939608;24.491594514388396;47.48288010446116;0.8380932390300901
2025-01-05;09:00:00;;2000.0;;1.6865196494984307;1964.4418391373574;89.83235221709816;2000.0;;2000.0;1194.0903708839314;23.27978574512415;33.784058763359965;0.7147803161524421
2025-01-05;10:00:00;2.615855770363159;2000.0;;2.0189464814649267;2000.0;62.870213434497884;2000.0;15.015275396892756;2000.0;1237.4506118061606;18.375089616851387;33.48581221304204;0.7402505951819838
2025-01-05;11:00:00;1.8853104844418207;1946.9899272685848;;1.6808739688799526;1893.1075993786626;55.20101492454417;2000.0;15.698181071361109;2000.0;2847.3801687331093;18.700760259332412;;0.62675205070479
2025-01-05;12:00:00;1.6772651172168294;2000.0;;1.669253837198535;2000.0;56.1043999931685;2000.0;19.50947629609618;3358.931926306464;1397.7021590271977;14.701418678737475;37.868986024825006;0.5439563865958664
2025-01-05;13:00:00;;1820.2179930551613;;2.249241186127747;2000.0;38.94146408729895;2000.0;9.875931099145802;2000.0;1298.6383340556295;12.953196597718183;33.3720582320476;0.4878543793395692
2025-01-05;14:00:00;0.5743686354102879;1463.3095117097923;;1.5151977814362174;1751.2666373697116;53.18278703742822;2000.0;;2000.0;1271.4425402135646;10.726829389391941;39.802961542529495;0.49134411889534185
2025-01-05;15:00:00;0.9556497342973426;1571.3824951657568;;1.2373666735394928;2000.0;;2000.0;18.213889700934697;2000.0;1237.794343848468;6.263168563323568;46.55998163684275;0.33231140389385294
2025-01-05;16:00:00;0.8386461995763134;1580.0202057747094;;1.7814769634515653;3773.686514447448;20.81754280425959;2000.0;18.255414974949623;2000.0;1305.4089679097815;7.230479855916857;53.900072049863766;0.2958217680579483
2025-01-05;17:00:00;1.4696393900854243;1693.4945344410924;;2.254505947073264;2000.0;15.619369932371118;2000.0;17.537454959663947;2000.0;1144.910220488721;5.061205802152253;50.97941413364824;0.34556094204336596
2025-01-05;18:00:00;;1504.2097282243997;100.40650683837971;2.287518561838893;2000.0;;2000.0;31.786013491876762;2000.0;1058.4480294772823;3.1401178310346953;49.490272328426876;0.2617176654923872
2025-01-05;19:00:00;0.8211309590399222;1444.9779500351692;;2.6305409849721486;2000.0;14.74467534375305;2000.0;;2000.0;1121.0065024469664;5.120893027315753;66.4325241180317;0.2538622518894315
2025-01-05;20:00:00;0.8101636056824323;1462.576537295143;;2.9278367980292517;4179.803027382566;20.51250394988088;3288.813519754779;40.83907323881876;2000.0;2114.843438805957;6.369783633328376;72.55677719255561;0.3806342003423499
2025-01-05;21:00:00;;1446.912328459496;91.30106305314384;3.068508842866134;2000.0;;2000.0;37.36125686023477;2000.0;812.9414619147103;8.819380025036466;68.84292106489016;0.3813946895861993
2025-01-05;22:00:00;1.4928468443545058;1871.73916286383;;2.704970850400875;2000.0;28.418247258628945;2000.0;48.50872045007288;2000.0;787.8540239329789;6.417563443288969;78.91369620809367;0.4532669963856905
2025-01-05;23:00:00;1.592642769213763;1903.0909884783655;;2.6269822074233193;2000.0;63.223840950448746;2000.0;;2000.0;845.9937296987044;12.994013893789774;75.98500896474476;0.5111608969206854
2025-01-06;00:00:00;1.8373095841129141;1909.6070997700317;;4.101268716362284;2000.0;39.6990492351051;2000.0;43.0336116618205;2000.0;867.498322482986;14.23220991474691;66.70408597122447;0.62116543053228
2025-01-06;01:00:00;1.560120904153847;1888.0455455826548;;2.8825543425621265;2000.0;59.23089722953737;2000.0;45.929179486679566;3155.963231872651;906.8130508511489;18.803000620640944;71.1635078735857;0.7119193616049583
2025-01-06;02:00:00;2.4708382932808295;2000.0;;3.2859027581179014;2000.0;70.92521009760873;2000.0;-9.874585686597015;2000.0;824.3762773092742;19.99720078057365;69.79468129668469;0.7438506712793462
2025-01-06;03:00:00;;1965.3214244271207;;2.2519182226213044;2000.0;77.51428339143375;2000.0;;2000.0;900.9209872097438;21.570995555333052;67.32372292339373;0.737224713718886
2025-01-06;04:00:00;2.5554799915460755;2000.0;;2.638154912038129;2000.0;75.39469135570845;2000.0;45.46315502560674;2000.0;911.4209969883011;23.394003443429995;60.33271313153894;0.8746816901120151
2025-01-06;05:00:00;3.126469931403155;2000.0;;2.5302935779787874;2000.0;76.57074907019896;2000.0;43.16120501190424;2000.0;1079.8826535273631;25.159372876177347;55.35293814444526;0.8727774355415464
2025-01-06;06:00:00;2.2028391024607936;2000.0;;2.589126027971133;2000.0;;2000.0;51.61699281486524;2000.0;1146.9451761609987;26.361864111507032;61.729669880168714;0.9428642388519228
2025-01-06;07:00:00;2.29944392477933;2000.0;;1.1298450120314598;1537.8579306429363;;2000.0;25.590791593505234;2000.0;1244.4359170594662;23.322591316378094;41.140210225024866;0.8449972043304339
2025-01-06;08:00:00;2.4093182729322873;2000.0;;2.1164562452313325;2000.0;73.39117376585803;2000.0;29.522405538779136;2000.0;1201.092100856346;23.144764248695935;41.379862195898156;0.8440878883682904
2025-01-06;09:00:00;;2000.0;;1.4451286710222595;3941.366333589184;55.59441771835212;2000.0;23.34788946505379;2000.0;1337.4812514188645;24.275086888093487;43.96310950021097;0.7380386918168071
2025-01-06;10:00:00;1.58480097068016;2000.0;;;1931.1687657390485;60.32076277666752;2000.0;20.387737751725258;2000.0;1218.9514377466626;19.45833246006955;34.89207767295559;0.7891577770204088
2025-01-06;11:00:00;1.8535060330340771;2000.0;;1.3093202428623871;1772.2752956679512;46.29906971600106;2000.0;23.25877283503786;2000.0;1295.4601912676194;18.13906504724811;37.683176271851295;0.7389132031354255
2025-01-06;12:00:00;;1698.4930839504195;;1.3578069216297675;1942.3272435982515;43.32840449933674;;9.484121814093141;2000.0;1226.3508513278468;13.148712093470598;32.99307503143027;0.5756001122107676
2025-01-06;13:00:00;1.5091405885982858;1792.751190063141;;;2000.0;42.56766103209397;2000.0;;2000.0;1316.9037262683717;9.840048612229587;37.86866060934979;0.5126501957873995
2025-01-06;14:00:00;0.8741727297298594;1641.4545811327157;;1.3728504295096147;1798.5463679588468;38.587361439966166;2000.0;;2000.0;1277.6102051473065;8.43969270242806;32.48972159474768;0.40951604273832637
2025-01-06;15:00:00;-0.31705811433812536;1916.4276451658568;;1.7148114744752743;1990.3698857618497;;2000.0;5.330639041277152;2000.0;1078.3326852991747;6.894094104108011;31.565192993826027;0.3522052508102969
2025-01-06;16:00:00;0.5856011488931343;1508.7453042760612;;1.5726496925826736;1794.938482502672;;2000.0;22.91100511798903;2000.0;1246.5764234130868;7.8996127082269885;42.994538997493386;0.3748704142212873
